Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
Monday,Evening,34297.0,15087.0,Supermarket,0.0,0.0,102298.0,Clear,3.0,32119.0
Saturday,Afternoon,74503.0,4793.0,Gas Station,0.0,0.0,78304.0,Clear,0.0,79106.0
Tuesday,Morning,36414.0,10666.0,Mall,0.0,0.0,130829.0,Rainy,5.0,27365.0
Thursday,Evening,53745.0,0.0,Supermarket,0.0,0.0,115900.0,Rainy,0.0,63417.0
Sunday,Morning,66772.0,10368.0,Mall,0.0,0.0,84311.0,Clear,3.0,57902.0
Friday,Night,63954.0,9431.0,Mall,0.0,0.0,82779.0,Snowy,4.0,76727.0
Friday,Morning,26962.0,679.0,Standalone,0.0,0.0,126250.0,Clear,2.0,29535.0
Wednesday,Night,76748.0,7185.0,Gas Station,0.0,0.0,87450.0,Rainy,1.0,77644.0
Thursday,Evening,48017.0,17829.0,Supermarket,0.0,0.0,112417.0,Snowy,2.0,30656.0
Tuesday,Morning,71741.0,9108.0,Gas Station,0.0,0.0,105983.0,Clear,1.0,70167.0
Sunday,Evening,45477.0,12658.0,Bank Branch,0.0,0.0,100361.0,Clear,2.0,37828.0
Wednesday,Afternoon,35337.0,11680.0,Gas Station,0.0,0.0,89417.0,Snowy,1.0,27966.0
Tuesday,Morning,46734.0,9476.0,Supermarket,0.0,0.0,86350.0,Cloudy,1.0,37495.0
Tuesday,Afternoon,35481.0,1938.0,Supermarket,0.0,0.0,97069.0,Cloudy,5.0,34221.0
Friday,Night,59279.0,11405.0,Bank Branch,0.0,0.0,80208.0,Rainy,5.0,71628.0
Saturday,Night,71332.0,8071.0,Standalone,0.0,0.0,97974.0,Rainy,4.0,65935.0
Saturday,Night,47580.0,1146.0,Supermarket,0.0,0.0,120175.0,Clear,2.0,45144.0
Tuesday,Afternoon,58964.0,17304.0,Standalone,0.0,0.0,78401.0,Clear,3.0,45779.0
Saturday,Night,43302.0,13355.0,Mall,0.0,0.0,78977.0,Snowy,2.0,45006.0
Thursday,Morning,44311.0,9160.0,Gas Station,0.0,0.0,82842.0,Snowy,3.0,46821.0
Monday,Morning,24881.0,7447.0,Mall,0.0,0.0,127085.0,Snowy,0.0,22343.0
Saturday,Afternoon,52685.0,6176.0,Standalone,0.0,0.0,125552.0,Cloudy,2.0,57609.0
Tuesday,Night,53184.0,14809.0,Mall,0.0,0.0,78633.0,Snowy,5.0,44974.0
Tuesday,Evening,54346.0,5965.0,Standalone,0.0,0.0,99079.0,Rainy,4.0,58577.0
Thursday,Evening,59169.0,11172.0,Bank Branch,0.0,0.0,112021.0,Clear,5.0,44703.0
Thursday,Night,32673.0,9812.0,Supermarket,0.0,0.0,93405.0,Snowy,2.0,35940.0
Monday,Morning,61787.0,16768.0,Standalone,0.0,0.0,100006.0,Rainy,3.0,36727.0
Saturday,Morning,50911.0,6162.0,Mall,0.0,0.0,89146.0,Clear,5.0,52270.0
Saturday,Morning,43874.0,17214.0,Standalone,0.0,0.0,98562.0,Cloudy,0.0,34706.0
Sunday,Afternoon,62394.0,9872.0,Supermarket,0.0,0.0,129384.0,Snowy,5.0,52441.0
Wednesday,Morning,61662.0,11131.0,Bank Branch,0.0,0.0,66676.0,Rainy,0.0,54659.0
Monday,Afternoon,65351.0,14536.0,Bank Branch,0.0,0.0,110095.0,Snowy,5.0,62509.0
Thursday,Morning,39861.0,10851.0,Supermarket,0.0,0.0,89732.0,Cloudy,1.0,31788.0
Wednesday,Afternoon,60473.0,10219.0,Mall,0.0,0.0,129014.0,Snowy,4.0,47096.0
Sunday,Night,61486.0,8574.0,Bank Branch,0.0,0.0,78712.0,Cloudy,2.0,44790.0
Monday,Morning,47254.0,6533.0,Supermarket,0.0,0.0,92447.0,Clear,4.0,48111.0
Friday,Afternoon,65917.0,1996.0,Mall,0.0,0.0,101159.0,Clear,4.0,75995.0
Sunday,Evening,64500.0,17531.0,Mall,0.0,0.0,69038.0,Clear,5.0,46296.0
Thursday,Afternoon,44727.0,5447.0,Mall,0.0,0.0,69000.0,Cloudy,2.0,30825.0
Saturday,Night,35769.0,1555.0,Supermarket,0.0,0.0,101169.0,Rainy,2.0,35801.0
Sunday,Morning,63444.0,14226.0,Gas Station,0.0,0.0,99945.0,Cloudy,2.0,56006.0
Wednesday,Afternoon,49180.0,9217.0,Bank Branch,0.0,0.0,89063.0,Clear,5.0,44319.0
Monday,Afternoon,51301.0,10561.0,Standalone,0.0,0.0,130222.0,Rainy,5.0,38266.0
Tuesday,Morning,52228.0,3891.0,Bank Branch,0.0,0.0,106117.0,Rainy,3.0,51200.0
Saturday,Evening,20119.0,15969.0,Bank Branch,0.0,0.0,128612.0,Snowy,1.0,20579.0
Wednesday,Evening,64765.0,3352.0,Standalone,0.0,0.0,108094.0,Snowy,1.0,51103.0
Saturday,Night,37581.0,12176.0,Supermarket,0.0,0.0,111006.0,Clear,0.0,28369.0
Sunday,Afternoon,52574.0,19270.0,Bank Branch,0.0,0.0,69512.0,Snowy,0.0,48552.0
Tuesday,Morning,75434.0,8371.0,Standalone,0.0,0.0,85949.0,Cloudy,0.0,78354.0
Monday,Evening,57095.0,7289.0,Supermarket,0.0,0.0,155091.0,Clear,5.0,47150.0
Sunday,Afternoon,67978.0,6874.0,Gas Station,0.0,0.0,94403.0,Clear,1.0,56718.0
Monday,Morning,33976.0,12697.0,Bank Branch,0.0,0.0,106383.0,Snowy,3.0,27700.0
Tuesday,Afternoon,38445.0,11785.0,Mall,0.0,0.0,72729.0,Cloudy,3.0,20744.0
Monday,Afternoon,30595.0,8192.0,Bank Branch,0.0,0.0,114656.0,Snowy,0.0,26572.0
Friday,Afternoon,58925.0,15658.0,Supermarket,0.0,0.0,70193.0,Cloudy,3.0,53736.0
Sunday,Night,69992.0,11794.0,Supermarket,0.0,0.0,146960.0,Snowy,3.0,59356.0
Sunday,Evening,59139.0,6095.0,Mall,0.0,0.0,82495.0,Rainy,2.0,44793.0
Saturday,Evening,23471.0,4871.0,Mall,0.0,0.0,93631.0,Cloudy,5.0,15507.0
Sunday,Night,60909.0,5065.0,Mall,0.0,0.0,100463.0,Cloudy,1.0,57219.0
Tuesday,Night,27390.0,3742.0,Gas Station,0.0,0.0,111775.0,Rainy,2.0,19742.0
Wednesday,Afternoon,46635.0,12517.0,Bank Branch,0.0,0.0,93981.0,Clear,4.0,30266.0
Friday,Night,63825.0,8894.0,Bank Branch,0.0,0.0,112157.0,Rainy,4.0,45802.0
Friday,Evening,32096.0,18669.0,Supermarket,0.0,0.0,125547.0,Cloudy,1.0,18716.0
Sunday,Morning,57164.0,3401.0,Gas Station,0.0,0.0,97368.0,Rainy,0.0,63971.0
Saturday,Night,56399.0,9076.0,Bank Branch,0.0,0.0,110776.0,Snowy,2.0,47047.0
Saturday,Afternoon,64731.0,14879.0,Bank Branch,0.0,0.0,150072.0,Rainy,0.0,47858.0
Sunday,Night,16892.0,13754.0,Mall,0.0,0.0,60626.0,Rainy,4.0,5526.0
Saturday,Morning,35721.0,13901.0,Gas Station,0.0,0.0,88939.0,Rainy,3.0,28388.0
Saturday,Night,54506.0,19074.0,Bank Branch,0.0,0.0,88054.0,Snowy,0.0,32729.0
Monday,Evening,65871.0,11774.0,Standalone,0.0,0.0,71746.0,Clear,0.0,56814.0
Thursday,Morning,39556.0,14998.0,Supermarket,0.0,0.0,95759.0,Snowy,5.0,32159.0
Tuesday,Afternoon,46008.0,2533.0,Bank Branch,0.0,0.0,79933.0,Rainy,1.0,53102.0
Friday,Morning,60618.0,8096.0,Bank Branch,0.0,0.0,100514.0,Cloudy,1.0,62709.0
Sunday,Evening,67198.0,4506.0,Mall,0.0,0.0,111405.0,Rainy,0.0,74222.0
Thursday,Evening,61325.0,14929.0,Bank Branch,0.0,0.0,71741.0,Snowy,1.0,55586.0
Monday,Afternoon,48513.0,12417.0,Supermarket,0.0,0.0,115607.0,Cloudy,4.0,49710.0
Friday,Morning,34617.0,19169.0,Supermarket,0.0,0.0,109990.0,Cloudy,5.0,16473.0
Monday,Morning,61918.0,12532.0,Gas Station,0.0,0.0,132483.0,Cloudy,4.0,49407.0
Wednesday,Night,45331.0,7475.0,Standalone,0.0,0.0,77623.0,Rainy,0.0,32120.0
Wednesday,Evening,69352.0,16638.0,Standalone,0.0,0.0,96084.0,Clear,3.0,60312.0
Thursday,Night,44108.0,18267.0,Standalone,0.0,0.0,87256.0,Clear,0.0,23791.0
Friday,Evening,48248.0,12171.0,Standalone,0.0,0.0,134488.0,Snowy,4.0,31961.0
Wednesday,Evening,52996.0,10977.0,Mall,0.0,0.0,103586.0,Snowy,1.0,42756.0
Monday,Afternoon,37880.0,15064.0,Supermarket,0.0,0.0,93292.0,Rainy,2.0,28247.0
Monday,Evening,42055.0,18510.0,Mall,0.0,0.0,96976.0,Clear,5.0,32365.0
Wednesday,Night,76326.0,7485.0,Mall,0.0,0.0,76379.0,Rainy,0.0,83681.0
Thursday,Evening,42485.0,15034.0,Standalone,0.0,0.0,79085.0,Rainy,5.0,31849.0
Tuesday,Morning,60267.0,3699.0,Standalone,0.0,0.0,87853.0,Rainy,3.0,61295.0
Saturday,Evening,41108.0,14518.0,Bank Branch,0.0,0.0,126773.0,Snowy,5.0,40272.0
Monday,Evening,45415.0,4062.0,Gas Station,0.0,0.0,76380.0,Rainy,2.0,44747.0
Friday,Afternoon,22428.0,13937.0,Supermarket,0.0,0.0,100338.0,Clear,0.0,14188.0
Sunday,Afternoon,34415.0,15127.0,Standalone,0.0,0.0,84281.0,Cloudy,1.0,23739.0
Sunday,Afternoon,32901.0,1381.0,Gas Station,0.0,0.0,117100.0,Clear,3.0,29630.0
Thursday,Morning,52805.0,12933.0,Bank Branch,0.0,0.0,108909.0,Snowy,4.0,51970.0
Saturday,Night,49252.0,9408.0,Mall,0.0,0.0,136107.0,Cloudy,0.0,35095.0
Sunday,Afternoon,42836.0,10240.0,Supermarket,0.0,0.0,125988.0,Rainy,2.0,36830.0
Saturday,Evening,71166.0,4692.0,Standalone,0.0,0.0,105048.0,Rainy,0.0,78796.0
Wednesday,Night,84556.0,12695.0,Gas Station,0.0,0.0,68121.0,Cloudy,4.0,87239.375
Friday,Morning,39109.0,6880.0,Bank Branch,0.0,0.0,83559.0,Rainy,0.0,40129.0
Wednesday,Evening,60229.0,15458.0,Gas Station,0.0,0.0,110484.0,Rainy,3.0,50168.0
Tuesday,Morning,20687.0,10736.0,Mall,0.0,0.0,117228.0,Clear,4.0,21043.0
Sunday,Night,53566.0,8724.0,Mall,0.0,0.0,101737.0,Clear,2.0,45131.0
Tuesday,Afternoon,66887.0,9580.0,Mall,0.0,0.0,99395.0,Rainy,3.0,68517.0
Monday,Night,33379.0,18879.0,Mall,0.0,0.0,76472.0,Rainy,2.0,20985.0
Monday,Morning,40186.0,2982.0,Bank Branch,0.0,0.0,78145.0,Rainy,0.0,30583.0
Tuesday,Evening,54167.0,21722.0,Gas Station,0.0,0.0,124925.0,Clear,5.0,46214.0
Wednesday,Night,46278.0,11811.0,Supermarket,0.0,0.0,92346.0,Rainy,3.0,41237.0
Wednesday,Evening,35866.0,19362.0,Gas Station,0.0,0.0,130334.0,Rainy,1.0,21399.0
Saturday,Night,59868.0,9896.0,Supermarket,0.0,0.0,132785.0,Snowy,1.0,52712.0
Tuesday,Night,63859.0,12728.0,Supermarket,0.0,0.0,107925.0,Snowy,1.0,61547.0
Monday,Night,64708.0,10806.0,Bank Branch,0.0,0.0,94917.0,Clear,5.0,49727.0
Thursday,Afternoon,25922.0,5440.0,Gas Station,0.0,0.0,81182.0,Snowy,2.0,21011.0
Wednesday,Evening,42389.0,17811.0,Standalone,0.0,0.0,96848.0,Clear,3.0,32319.0
Saturday,Afternoon,73813.0,7122.0,Gas Station,0.0,0.0,95549.0,Snowy,2.0,73137.0
Friday,Evening,48407.0,12372.0,Gas Station,0.0,0.0,124658.0,Clear,5.0,30299.0
Tuesday,Evening,67680.0,12438.0,Bank Branch,0.0,0.0,85289.0,Rainy,4.0,48845.0
Sunday,Morning,64961.0,8957.0,Gas Station,0.0,0.0,93383.0,Cloudy,2.0,55369.0
Friday,Night,55834.0,13309.0,Supermarket,0.0,0.0,84341.0,Cloudy,2.0,49817.0
Monday,Morning,55772.0,16747.0,Gas Station,0.0,0.0,80870.0,Snowy,1.0,33765.0
Saturday,Morning,65320.0,15059.0,Gas Station,0.0,0.0,92913.0,Rainy,0.0,56534.0
Monday,Morning,83144.0,13253.0,Gas Station,0.0,0.0,119678.0,Cloudy,0.0,78184.0
Sunday,Afternoon,55747.0,7999.0,Standalone,0.0,0.0,109295.0,Clear,3.0,50279.0
Sunday,Afternoon,68475.0,5897.0,Gas Station,0.0,0.0,64260.0,Rainy,1.0,62397.0
Saturday,Evening,50713.0,5066.0,Standalone,0.0,0.0,96289.0,Rainy,3.0,57014.0
Friday,Evening,66448.0,11037.0,Bank Branch,0.0,0.0,75272.0,Snowy,5.0,57140.0
Monday,Afternoon,35905.0,4753.0,Bank Branch,0.0,0.0,96495.0,Rainy,5.0,26490.0
Saturday,Afternoon,44713.0,15027.0,Bank Branch,0.0,0.0,116680.0,Snowy,5.0,26767.0
Friday,Evening,41309.0,8449.0,Mall,0.0,0.0,71995.0,Cloudy,1.0,35575.0
Friday,Morning,35605.0,18171.0,Bank Branch,0.0,0.0,94016.0,Rainy,1.0,13346.0
Tuesday,Night,44577.0,7960.0,Mall,0.0,0.0,93616.0,Snowy,0.0,37599.0
Tuesday,Evening,40100.0,7450.0,Standalone,0.0,0.0,125022.0,Cloudy,0.0,35269.0
Monday,Morning,58371.0,13808.0,Gas Station,0.0,0.0,137128.0,Snowy,0.0,56289.0
Sunday,Evening,61404.0,13131.0,Standalone,0.0,0.0,80105.0,Snowy,4.0,67758.0
Thursday,Night,22647.0,3747.0,Mall,0.0,0.0,96471.0,Clear,4.0,20158.0
Tuesday,Morning,55305.0,15768.0,Bank Branch,0.0,0.0,101373.0,Clear,3.0,36693.0
Monday,Night,37851.0,14244.0,Gas Station,0.0,0.0,107385.0,Rainy,1.0,36030.0
Sunday,Afternoon,32216.0,5377.0,Mall,0.0,0.0,118686.0,Snowy,2.0,29412.0
Tuesday,Evening,54418.0,0.0,Bank Branch,0.0,0.0,70745.0,Snowy,2.0,60442.0
Monday,Evening,51294.0,1969.0,Supermarket,0.0,0.0,111305.0,Rainy,3.0,48569.0
Sunday,Evening,34034.0,19512.0,Gas Station,0.0,0.0,73210.0,Cloudy,3.0,26453.0
Thursday,Evening,48169.0,12006.0,Bank Branch,0.0,0.0,102739.0,Rainy,3.0,37993.0
Saturday,Morning,53293.0,10658.0,Standalone,0.0,0.0,111272.0,Cloudy,0.0,54515.0
Saturday,Afternoon,42613.0,11386.0,Bank Branch,0.0,0.0,97715.0,Cloudy,5.0,36928.0
Thursday,Night,40078.0,14936.0,Supermarket,0.0,0.0,103515.0,Rainy,1.0,27504.0
Tuesday,Night,30598.0,16676.0,Standalone,0.0,0.0,96351.0,Clear,3.0,22153.0
Friday,Morning,42496.0,3635.0,Gas Station,0.0,0.0,92504.0,Cloudy,0.0,45437.0
Thursday,Evening,57077.0,5716.0,Mall,0.0,0.0,117704.0,Clear,1.0,55739.0
Tuesday,Evening,44837.0,0.0,Standalone,0.0,0.0,111643.0,Cloudy,3.0,41607.0
Wednesday,Afternoon,48121.0,17172.0,Mall,0.0,0.0,77253.0,Clear,4.0,35399.0
Monday,Afternoon,44639.0,13222.0,Bank Branch,0.0,0.0,132644.0,Clear,5.0,43236.0
Saturday,Night,45560.0,14591.0,Supermarket,0.0,0.0,97445.0,Clear,2.0,32179.0
Wednesday,Night,38329.0,4303.0,Mall,0.0,0.0,113692.0,Cloudy,0.0,42161.0
Thursday,Afternoon,46341.0,8584.0,Bank Branch,0.0,0.0,99818.0,Cloudy,3.0,44038.0
Friday,Afternoon,69472.0,18090.0,Gas Station,0.0,0.0,113668.0,Snowy,2.0,40734.0
Friday,Evening,49557.0,18073.0,Gas Station,0.0,0.0,86380.0,Cloudy,1.0,43901.0
Sunday,Morning,36931.0,6992.0,Gas Station,0.0,0.0,110457.0,Rainy,5.0,27927.0
Thursday,Morning,38568.0,12405.0,Mall,0.0,0.0,69657.0,Rainy,3.0,40714.0
Friday,Morning,67704.0,11871.0,Standalone,0.0,0.0,105513.0,Cloudy,2.0,56250.0
Thursday,Evening,42035.0,2431.0,Bank Branch,0.0,0.0,105048.0,Snowy,3.0,46170.0
Friday,Night,50732.0,5332.0,Mall,0.0,0.0,131373.0,Snowy,3.0,40936.0
Wednesday,Evening,59103.0,9993.0,Standalone,0.0,0.0,112547.0,Cloudy,1.0,57643.0
Tuesday,Night,46943.0,7477.0,Standalone,0.0,0.0,112685.0,Snowy,0.0,36712.0
Tuesday,Evening,31030.0,13192.0,Gas Station,0.0,0.0,87034.0,Cloudy,3.0,13698.0
Thursday,Night,57148.0,14536.0,Mall,0.0,0.0,103068.0,Cloudy,1.0,43103.0
Thursday,Afternoon,32005.0,524.0,Gas Station,0.0,0.0,122549.0,Rainy,4.0,27001.0
Wednesday,Morning,71835.0,6493.0,Gas Station,0.0,0.0,105011.0,Cloudy,0.0,65445.0
Friday,Afternoon,37620.0,7757.0,Gas Station,0.0,0.0,117965.0,Cloudy,0.0,32791.0
Wednesday,Night,19849.0,16350.0,Supermarket,0.0,0.0,104473.0,Rainy,0.0,7680.0
Thursday,Night,48208.0,15772.0,Gas Station,0.0,0.0,95058.0,Cloudy,4.0,42209.0
Saturday,Morning,29524.0,19736.0,Bank Branch,0.0,0.0,100559.0,Rainy,0.0,14346.0
Monday,Afternoon,34086.0,10701.0,Supermarket,0.0,0.0,99872.0,Rainy,2.0,26510.0
Monday,Evening,29480.0,12946.0,Mall,0.0,0.0,98908.0,Clear,0.0,20941.0
Monday,Morning,44323.0,7926.0,Supermarket,0.0,0.0,106354.0,Snowy,4.0,45394.0
Monday,Night,42731.0,697.0,Mall,0.0,0.0,119821.0,Clear,3.0,49091.0
Sunday,Night,35959.0,11511.0,Gas Station,0.0,0.0,89383.0,Clear,2.0,25628.0
Thursday,Night,71248.0,9986.0,Gas Station,0.0,0.0,80640.0,Clear,3.0,75032.0
Tuesday,Evening,35633.0,12419.0,Bank Branch,0.0,0.0,102483.0,Snowy,5.0,33904.0
Monday,Night,37371.0,7880.0,Gas Station,0.0,0.0,114678.0,Snowy,3.0,37617.0
Friday,Morning,32808.0,14376.0,Standalone,0.0,0.0,96141.0,Clear,0.0,36990.0
Saturday,Morning,43831.0,3389.0,Gas Station,0.0,0.0,110512.0,Clear,3.0,46376.0
Friday,Morning,69781.0,9745.0,Bank Branch,0.0,0.0,81603.0,Clear,1.0,78212.0
Monday,Evening,21817.0,10884.0,Supermarket,0.0,0.0,147006.0,Rainy,5.0,12413.0
Monday,Afternoon,69062.0,11797.0,Mall,0.0,0.0,51525.0,Rainy,4.0,44995.0
Monday,Night,61437.0,7103.0,Standalone,0.0,0.0,85965.0,Snowy,5.0,47414.0
Wednesday,Night,45151.0,10069.0,Standalone,0.0,0.0,88834.0,Cloudy,5.0,32332.0
Sunday,Afternoon,46789.0,4518.0,Standalone,0.0,0.0,87171.0,Snowy,5.0,41951.0
Sunday,Morning,52150.0,12844.0,Standalone,0.0,0.0,71736.0,Snowy,0.0,43524.0
Friday,Night,42582.0,6063.0,Standalone,0.0,0.0,104038.0,Snowy,0.0,37886.0
Friday,Night,28288.0,9329.0,Supermarket,0.0,0.0,101888.0,Cloudy,3.0,28453.0
Thursday,Night,40778.0,16369.0,Gas Station,0.0,0.0,70097.0,Cloudy,0.0,32571.0
Thursday,Evening,32926.0,12433.0,Gas Station,0.0,0.0,76767.0,Cloudy,2.0,26217.0
Sunday,Morning,34197.0,9334.0,Standalone,0.0,0.0,86002.0,Cloudy,4.0,28113.0
Tuesday,Evening,37075.0,3764.0,Standalone,0.0,0.0,96635.0,Clear,4.0,32491.0
Friday,Evening,47754.0,10968.0,Supermarket,0.0,0.0,85444.0,Snowy,5.0,40183.0
Wednesday,Evening,68640.0,14181.0,Gas Station,0.0,0.0,109535.0,Snowy,0.0,53963.0
Monday,Night,34898.0,12996.0,Bank Branch,0.0,0.0,85201.0,Snowy,1.0,26740.0
Sunday,Night,53826.0,11566.0,Supermarket,0.0,0.0,83777.0,Clear,0.0,45636.0
Monday,Evening,48213.0,0.0,Mall,0.0,0.0,85722.0,Snowy,3.0,61439.0
Saturday,Evening,54460.0,2208.0,Supermarket,0.0,0.0,113537.0,Rainy,0.0,57642.0
Sunday,Night,26512.0,11572.0,Mall,0.0,0.0,86624.0,Rainy,0.0,20007.0
Monday,Afternoon,28907.0,14603.0,Standalone,0.0,0.0,110261.0,Clear,0.0,17964.0
Wednesday,Night,44289.0,9637.0,Standalone,0.0,0.0,120127.0,Cloudy,5.0,28064.0
Sunday,Evening,60361.0,1133.0,Standalone,0.0,0.0,125839.0,Rainy,4.0,65582.0
Thursday,Morning,52941.0,20126.0,Supermarket,0.0,0.0,112126.0,Clear,2.0,38094.0
Friday,Evening,28519.0,6927.0,Supermarket,0.0,0.0,96617.0,Snowy,3.0,33461.0
Tuesday,Morning,36893.0,8114.0,Standalone,0.0,0.0,72661.0,Rainy,3.0,29947.0
Tuesday,Evening,50085.0,19701.0,Gas Station,0.0,0.0,101270.0,Rainy,0.0,39368.0
Friday,Morning,50899.0,8697.0,Gas Station,0.0,0.0,115660.0,Snowy,4.0,47703.0
Wednesday,Evening,47849.0,12178.0,Bank Branch,0.0,0.0,94917.0,Rainy,3.0,30510.0
Wednesday,Night,52469.0,12370.0,Supermarket,0.0,0.0,71422.0,Cloudy,3.0,59017.0
Friday,Evening,52365.0,6299.0,Standalone,0.0,0.0,87905.0,Cloudy,2.0,39052.0
Tuesday,Evening,74943.0,16154.0,Mall,0.0,0.0,45399.0,Rainy,5.0,50061.0
Sunday,Afternoon,67351.0,4964.0,Gas Station,0.0,0.0,81017.0,Clear,5.0,63564.0
Saturday,Night,29681.0,4798.0,Bank Branch,0.0,0.0,106467.0,Snowy,5.0,32259.0
Sunday,Afternoon,50751.0,12779.0,Standalone,0.0,0.0,98672.0,Rainy,4.0,45206.0
Friday,Morning,34929.0,13233.0,Bank Branch,0.0,0.0,76681.0,Snowy,2.0,24718.0
Monday,Afternoon,39687.0,8193.0,Gas Station,0.0,0.0,113488.0,Snowy,3.0,28667.0
Sunday,Evening,52639.0,10100.0,Gas Station,0.0,0.0,137713.0,Cloudy,1.0,41731.0
Monday,Afternoon,22445.0,1146.0,Mall,0.0,0.0,85609.0,Cloudy,0.0,32576.0
Sunday,Evening,60316.0,7041.0,Supermarket,0.0,0.0,93339.0,Clear,2.0,51373.0
Friday,Night,24161.0,13212.0,Mall,0.0,0.0,66501.0,Rainy,3.0,18303.0
Thursday,Afternoon,43323.0,0.0,Bank Branch,0.0,0.0,125583.0,Cloudy,5.0,40321.0
Sunday,Night,61023.0,17562.0,Mall,0.0,0.0,84534.0,Rainy,2.0,41800.0
Thursday,Evening,64204.0,9101.0,Gas Station,0.0,0.0,109634.0,Clear,0.0,47371.0
Tuesday,Morning,51138.0,19060.0,Bank Branch,0.0,0.0,70732.0,Clear,3.0,39970.0
Sunday,Night,67315.0,16940.0,Supermarket,0.0,0.0,97252.0,Clear,3.0,60000.0
Monday,Evening,57955.0,18824.0,Standalone,0.0,0.0,98696.0,Snowy,4.0,44196.0
Saturday,Afternoon,30430.0,11859.0,Standalone,0.0,0.0,121289.0,Snowy,0.0,19281.0
Sunday,Afternoon,48184.0,1895.0,Supermarket,0.0,0.0,120433.0,Rainy,2.0,45270.0
Saturday,Afternoon,47324.0,11258.0,Supermarket,0.0,0.0,108444.0,Cloudy,3.0,47272.0
Saturday,Evening,49007.0,18800.0,Supermarket,0.0,0.0,101303.0,Snowy,1.0,36344.0
Monday,Afternoon,30606.0,9151.0,Supermarket,0.0,0.0,142466.0,Cloudy,0.0,34037.0
Tuesday,Morning,42434.0,7657.0,Bank Branch,0.0,0.0,84125.0,Rainy,5.0,41579.0
Sunday,Night,47950.0,3359.0,Mall,0.0,0.0,69765.0,Rainy,1.0,53827.0
Monday,Morning,83102.0,6143.0,Bank Branch,0.0,0.0,106419.0,Cloudy,4.0,74174.0
Friday,Afternoon,56878.0,2971.0,Gas Station,0.0,0.0,140457.0,Cloudy,4.0,52232.0
Friday,Night,54028.0,7936.0,Supermarket,0.0,0.0,94042.0,Snowy,1.0,42962.0
Saturday,Night,13287.0,9510.0,Gas Station,0.0,0.0,97202.0,Rainy,1.0,12458.0
Friday,Night,57329.0,9961.0,Gas Station,0.0,0.0,67752.0,Snowy,3.0,44997.0
Saturday,Night,66812.0,13421.0,Bank Branch,0.0,0.0,81476.0,Rainy,1.0,46196.0
Monday,Evening,59917.0,0.0,Standalone,0.0,0.0,106328.0,Snowy,3.0,66056.0
Sunday,Afternoon,50210.0,6502.0,Gas Station,0.0,0.0,135956.0,Clear,0.0,45343.0
Monday,Afternoon,58646.0,3079.0,Standalone,0.0,0.0,84004.0,Cloudy,1.0,67084.0
Monday,Night,53920.0,15389.0,Bank Branch,0.0,0.0,112731.0,Rainy,1.0,48960.0
Monday,Night,58621.0,8418.0,Mall,0.0,0.0,94193.0,Rainy,2.0,54604.0
Monday,Evening,48846.0,23427.5,Standalone,0.0,0.0,91889.0,Cloudy,4.0,18484.0
Tuesday,Afternoon,51328.0,12732.0,Supermarket,0.0,0.0,77962.0,Cloudy,5.0,39668.0
Friday,Morning,45444.0,15863.0,Mall,0.0,0.0,81925.0,Clear,2.0,29626.0
Wednesday,Evening,54123.0,8515.0,Gas Station,0.0,0.0,146906.0,Cloudy,1.0,39443.0
Sunday,Evening,62039.0,7159.0,Gas Station,0.0,0.0,68701.0,Snowy,2.0,46227.0
Sunday,Evening,70585.0,4484.0,Gas Station,0.0,0.0,149034.0,Rainy,1.0,71452.0
Saturday,Afternoon,29469.0,15127.0,Supermarket,0.0,0.0,109994.0,Rainy,2.0,13618.0
Saturday,Evening,62566.0,3455.0,Standalone,0.0,0.0,98981.0,Cloudy,0.0,49061.0
Tuesday,Night,54163.0,11648.0,Bank Branch,0.0,0.0,81799.0,Snowy,2.0,37534.0
Thursday,Evening,55924.0,13936.0,Bank Branch,0.0,0.0,84460.0,Clear,3.0,50386.0
Tuesday,Evening,70614.0,10963.0,Bank Branch,0.0,0.0,110565.0,Rainy,5.0,62263.0
Friday,Afternoon,45535.0,11466.0,Supermarket,0.0,0.0,94080.0,Clear,1.0,33726.0
Thursday,Night,24391.0,23427.5,Mall,0.0,0.0,93452.0,Cloudy,1.0,14287.0
Thursday,Afternoon,69697.0,17023.0,Standalone,0.0,0.0,118904.0,Clear,2.0,70402.0
Saturday,Morning,30882.0,19950.0,Supermarket,0.0,0.0,82963.0,Clear,2.0,8039.0
Sunday,Night,46191.0,6715.0,Standalone,0.0,0.0,127886.0,Rainy,2.0,48631.0
Saturday,Morning,64254.0,11610.0,Bank Branch,0.0,0.0,92008.0,Cloudy,3.0,62270.0
Thursday,Night,65964.0,10556.0,Mall,0.0,0.0,124595.0,Cloudy,2.0,74259.0
Saturday,Evening,68381.0,20969.0,Gas Station,0.0,0.0,131207.0,Snowy,2.0,61095.0
Thursday,Evening,63157.0,12946.0,Supermarket,0.0,0.0,89861.0,Snowy,0.0,43109.0
Monday,Afternoon,55636.0,12200.0,Gas Station,0.0,0.0,60783.0,Clear,3.0,41522.0
Friday,Evening,50581.0,11790.0,Standalone,0.0,0.0,73165.0,Rainy,4.0,34969.0
Tuesday,Evening,38362.0,15174.0,Bank Branch,0.0,0.0,100011.0,Snowy,1.0,30753.0
